日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-04-17,1.02,1.028,0.994,0.996,177941800,177230031.36,0.0,0.0,,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-02 02:25:45
2026-04-20,1.0,1.005,0.995,1.0,37451500,37451500.0,1.0,0.4,0.004,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-02 02:25:45
2026-04-21,1.002,1.005,0.992,0.996,9098000,9061607.93,1.3,-0.4,-0.004,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-02 02:25:45
2026-04-22,0.994,0.999,0.985,0.986,8281000,8165066.01,1.41,-1.0,-0.01,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-02 02:25:45
2026-04-23,0.99,0.99,0.96,0.966,5214700,5037400.31,3.04,-2.03,-0.02,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-02 02:25:45
2026-04-24,0.966,0.966,0.939,0.955,12541600,11977227.79,2.8,-1.14,-0.011,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-02 02:25:45
2026-04-27,0.955,0.958,0.946,0.947,7993500,7569844.71,1.26,-0.84,-0.008,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-02 02:25:45
2026-04-28,0.954,0.985,0.954,0.959,13946000,13374213.88,3.27,1.27,0.012,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-02 02:25:45
2026-04-29,0.969,0.971,0.957,0.961,5263200,5057935.33,1.46,0.21,0.002,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-02 02:25:45
2026-04-30,0.959,0.964,0.952,0.961,6400100,6150496.26,0.0,0.0,,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-04 02:31:18
2026-05-06,0.959,0.961,0.948,0.953,9960600,9492451.89,0.0,0.0,,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-07 19:17:52
2026-05-07,0.96,0.972,0.956,0.963,18361500,17682124.49,0.0,0.0,,0.0,0,0.0,0,526010,港股通医疗ETF汇添富,2026-05-08 03:51:50
